date,location,station,avg_temp,min_temp,max_temp,precipitation,humidity
2012-10-07,Pune,ST001,19.06,14.27,25.03,3.81,59
2012-10-08,Pune,ST001,16.61,8.84,24.0,0.88,54
2012-10-09,Pune,ST001,20.76,12.86,27.17,0.98,64
2012-10-10,Pune,ST001,14.7,9.2,21.43,0.54,58
2012-10-11,Pune,ST001,20.06,12.37,28.04,0.19,55
2012-10-12,Pune,ST001,16.71,10.53,21.64,2.34,56
2012-10-13,Pune,ST001,14.87,9.79,21.36,1.62,61
2012-10-14,Pune,ST001,15.27,8.46,21.11,5.25,59
2012-10-15,Pune,ST001,15.66,9.03,19.82,0.46,54
2012-10-16,Pune,ST001,17.34,9.38,21.39,0.78,43
2012-10-17,Pune,ST001,17.59,12.53,22.07,2.0,61
2012-10-18,Pune,ST001,15.22,8.53,21.82,1.06,41
2012-10-19,Pune,ST001,16.47,12.26,22.74,2.03,64
2012-10-20,Pune,ST001,21.28,16.83,27.5,3.82,63
2012-10-21,Pune,ST001,20.42,16.4,24.55,0.42,42
2012-10-22,Pune,ST001,17.63,9.63,23.51,0.13,42
2012-10-23,Pune,ST001,16.8,9.6,24.5,0.84,41
2012-10-24,Pune,ST001,17.04,9.89,22.63,1.02,61
2012-10-25,Pune,ST001,18.18,12.14,24.68,0.25,50
2012-10-26,Pune,ST001,14.64,9.44,21.76,0.29,55
2012-10-27,Pune,ST001,16.39,11.78,23.52,0.87,63
2012-10-28,Pune,ST001,13.34,8.2,19.42,3.85,61
2012-10-29,Pune,ST001,17.96,12.45,25.39,2.15,61
2012-10-30,Pune,ST001,18.57,11.54,24.14,1.42,44
2012-10-31,Pune,ST001,16.15,9.99,23.71,1.54,43
2012-11-01,Pune,ST001,20.75,16.44,25.71,1.76,52
2012-11-02,Pune,ST001,14.66,10.59,19.78,0.05,43
2012-11-03,Pune,ST001,14.21,9.8,18.43,0.63,44
2012-11-04,Pune,ST001,18.01,12.36,25.19,0.12,54
2012-11-05,Pune,ST001,19.89,12.16,25.56,3.15,59
2012-11-06,Pune,ST001,21.38,14.83,26.29,0.84,62
2012-11-07,Pune,ST001,16.74,9.54,21.67,0.11,42
2012-11-08,Pune,ST001,20.21,14.35,27.82,2.44,52
2012-11-09,Pune,ST001,17.84,12.39,25.18,2.12,41
2012-11-10,Pune,ST001,17.63,13.2,23.85,0.1,41
2012-11-11,Pune,ST001,20.05,12.54,26.51,0.54,44
2012-11-12,Pune,ST001,19.63,12.5,25.53,1.65,51
2012-11-13,Pune,ST001,14.82,10.15,20.39,0.85,55
2012-11-14,Pune,ST001,21.63,15.59,29.3,1.05,45
2012-11-15,Pune,ST001,21.52,15.57,26.02,1.65,45
2012-11-16,Pune,ST001,17.21,10.71,22.88,1.15,51
2012-11-17,Pune,ST001,19.55,11.77,24.93,0.75,55
2012-11-18,Pune,ST001,19.87,13.55,25.86,0.24,59
2012-11-19,Pune,ST001,19.46,13.3,25.29,3.42,56
2012-11-20,Pune,ST001,17.78,13.58,23.86,0.11,53
2012-11-21,Pune,ST001,17.62,13.37,22.18,0.36,41
2012-11-22,Pune,ST001,19.15,14.4,25.2,1.24,46
2012-11-23,Pune,ST001,21.9,17.77,26.87,0.67,60
2012-11-24,Pune,ST001,20.62,13.65,25.36,7.32,57
2012-11-25,Pune,ST001,18.73,11.83,22.98,1.14,49
2012-11-26,Pune,ST001,21.35,16.81,28.4,0.25,43
2012-11-27,Pune,ST001,13.5,6.16,19.21,0.85,56
2012-11-28,Pune,ST001,22.41,17.79,28.92,6.45,46
2012-11-29,Pune,ST001,16.18,10.97,23.09,0.47,59
2012-11-30,Pune,ST001,19.32,14.33,26.04,0.4,43
2012-12-01,Pune,ST001,17.78,12.29,23.66,0.1,43
2012-12-02,Pune,ST001,17.52,12.5,23.07,0.51,63
2012-12-03,Pune,ST001,23.04,17.08,28.54,3.22,52
2012-12-04,Pune,ST001,19.58,13.95,26.14,0.01,49
2012-12-05,Pune,ST001,21.5,13.55,27.47,1.01,42
2012-12-06,Pune,ST001,20.76,16.53,28.15,0.97,40
2012-12-07,Pune,ST001,22.03,17.47,29.53,0.96,41
2012-12-08,Pune,ST001,21.28,17.07,25.96,1.41,55
2012-12-09,Pune,ST001,18.42,11.91,22.96,0.23,61
2012-12-10,Pune,ST001,23.56,19.34,30.08,3.18,45
2012-12-11,Pune,ST001,20.41,13.07,25.62,0.63,42
2012-12-12,Pune,ST001,18.21,12.16,22.28,0.43,61
2012-12-13,Pune,ST001,20.82,14.71,28.37,0.52,60
2012-12-14,Pune,ST001,25.19,18.95,30.1,4.25,51
2012-12-15,Pune,ST001,23.9,19.21,31.61,0.36,61
2012-12-16,Pune,ST001,21.39,16.6,28.26,4.95,45
2012-12-17,Pune,ST001,21.52,16.25,28.57,1.17,61
2012-12-18,Pune,ST001,21.72,15.35,26.52,0.68,44
2012-12-19,Pune,ST001,27.13,22.29,32.07,0.7,56
2012-12-20,Pune,ST001,23.54,19.07,29.62,1.61,46
2012-12-21,Pune,ST001,23.78,15.9,28.47,4.01,45
2012-12-22,Pune,ST001,25.24,21.15,30.46,6.32,60
2012-12-23,Pune,ST001,23.63,16.42,28.92,2.0,42
2012-12-24,Pune,ST001,22.67,15.52,27.31,1.17,64
2012-12-25,Pune,ST001,22.95,17.76,27.77,1.55,62
2012-12-26,Pune,ST001,23.36,18.82,30.51,1.33,41
2012-12-27,Pune,ST001,23.57,18.99,28.24,0.88,61
2012-12-28,Pune,ST001,25.39,18.6,29.51,0.1,40
2012-12-29,Pune,ST001,24.04,17.47,30.56,4.06,61
2012-12-30,Pune,ST001,25.68,18.55,33.58,2.61,64
2012-12-31,Pune,ST001,24.03,16.28,29.35,5.03,63
2013-01-01,Pune,ST001,24.46,17.69,28.94,0.93,42
2013-01-02,Pune,ST001,20.03,15.41,26.31,4.93,42
2013-01-03,Pune,ST001,26.58,21.6,34.2,1.1,63
2013-01-04,Pune,ST001,25.46,18.09,32.6,0.12,63
2013-01-05,Pune,ST001,27.03,22.2,33.52,0.83,55
2013-01-06,Pune,ST001,18.6,14.31,23.86,2.37,46
2013-01-07,Pune,ST001,29.71,22.89,35.87,3.42,50
2013-01-08,Pune,ST001,24.94,19.33,29.31,0.14,43
2013-01-09,Pune,ST001,27.82,20.14,34.54,2.07,40
2013-01-10,Pune,ST001,23.23,16.63,30.13,0.75,64
2013-01-11,Pune,ST001,27.0,22.64,34.86,0.62,49
2013-01-12,Pune,ST001,23.47,15.68,28.51,2.91,48
2013-01-13,Pune,ST001,24.55,19.52,28.63,0.59,62
2013-01-14,Pune,ST001,30.27,24.92,36.45,1.3,58
2013-01-15,Pune,ST001,25.77,20.16,32.6,1.71,41
2013-01-16,Pune,ST001,26.8,22.6,33.96,2.07,64
2013-01-17,Pune,ST001,28.37,22.38,33.15,1.15,53
2013-01-18,Pune,ST001,27.68,23.18,32.73,0.41,44
2013-01-19,Pune,ST001,27.05,21.45,33.1,1.94,45
2013-01-20,Pune,ST001,27.65,22.25,32.97,1.69,49
2013-01-21,Pune,ST001,32.27,25.17,39.71,1.34,58
2013-01-22,Pune,ST001,26.98,19.77,32.87,1.3,59
2013-01-23,Pune,ST001,27.68,23.06,34.87,6.86,47
2013-01-24,Pune,ST001,29.67,24.21,35.99,2.08,40
2013-01-25,Pune,ST001,29.92,24.42,37.01,0.45,49
2013-01-26,Pune,ST001,30.22,25.62,35.55,2.84,47
2013-01-27,Pune,ST001,29.14,21.94,36.46,1.76,55
2013-01-28,Pune,ST001,25.34,18.51,30.44,0.85,55
2013-01-29,Pune,ST001,31.57,26.81,37.76,1.71,64
2013-01-30,Pune,ST001,25.58,20.11,30.43,0.23,63
2013-01-31,Pune,ST001,28.88,24.46,34.78,2.13,47
2013-02-01,Pune,ST001,26.68,20.16,31.95,0.77,41
2013-02-02,Pune,ST001,28.31,23.82,33.38,2.34,62
2013-02-03,Pune,ST001,29.29,21.35,37.16,0.33,53
2013-02-04,Pune,ST001,29.39,22.27,34.03,0.94,42
2013-02-05,Pune,ST001,29.72,24.16,36.87,1.65,47
2013-02-06,Pune,ST001,32.46,26.14,40.39,1.73,61
2013-02-07,Pune,ST001,30.01,22.37,34.09,1.08,57
2013-02-08,Pune,ST001,28.59,22.37,35.38,0.38,44
2013-02-09,Pune,ST001,31.35,26.65,36.36,1.66,62
2013-02-10,Pune,ST001,31.95,26.44,36.11,1.4,62
2013-02-11,Pune,ST001,26.74,19.37,32.35,3.73,54
2013-02-12,Pune,ST001,30.86,24.28,38.6,0.17,47
2013-02-13,Pune,ST001,31.19,24.58,35.23,1.93,60
2013-02-14,Pune,ST001,29.09,21.62,35.44,2.49,48
2013-02-15,Pune,ST001,32.87,25.29,38.87,1.57,54
2013-02-16,Pune,ST001,29.61,21.93,37.1,0.12,48
2013-02-17,Pune,ST001,30.31,25.93,34.64,5.91,58
2013-02-18,Pune,ST001,29.74,23.57,36.47,0.93,48
2013-02-19,Pune,ST001,30.25,23.29,36.97,2.35,60
2013-02-20,Pune,ST001,27.89,20.86,34.57,1.84,49
2013-02-21,Pune,ST001,27.22,20.79,34.99,0.77,48
2013-02-22,Pune,ST001,33.98,29.32,41.27,1.97,40
2013-02-23,Pune,ST001,28.69,21.5,32.86,1.4,40
2013-02-24,Pune,ST001,28.46,21.58,34.34,2.6,41
2013-02-25,Pune,ST001,25.98,21.64,31.57,0.05,61
2013-02-26,Pune,ST001,29.39,23.54,34.63,0.17,49
2013-02-27,Pune,ST001,27.96,23.27,33.77,1.32,59
2013-02-28,Pune,ST001,34.56,29.21,40.09,3.89,45
2013-03-01,Pune,ST001,33.24,29.17,38.97,0.69,37
2013-03-02,Pune,ST001,29.57,23.97,37.49,0.39,52
2013-03-03,Pune,ST001,36.11,29.91,40.46,0.14,49
2013-03-04,Pune,ST001,33.38,26.9,41.07,0.7,38
2013-03-05,Pune,ST001,30.57,23.91,36.49,1.63,50
2013-03-06,Pune,ST001,25.85,18.5,32.34,0.96,46
2013-03-07,Pune,ST001,36.44,31.58,43.76,0.39,53
2013-03-08,Pune,ST001,28.4,23.92,33.85,0.05,46
2013-03-09,Pune,ST001,27.9,20.49,33.62,3.06,48
2013-03-10,Pune,ST001,33.82,29.19,39.46,0.64,32
2013-03-11,Pune,ST001,36.99,29.09,42.48,1.73,31
2013-03-12,Pune,ST001,34.71,27.34,42.41,3.34,33
2013-03-13,Pune,ST001,32.95,26.95,40.27,1.27,36
2013-03-14,Pune,ST001,33.06,25.14,37.5,1.75,38
2013-03-15,Pune,ST001,33.68,29.29,38.11,0.81,33
2013-03-16,Pune,ST001,33.51,28.29,39.22,0.6,34
2013-03-17,Pune,ST001,32.49,25.94,36.89,3.27,47
2013-03-18,Pune,ST001,32.14,26.74,38.61,0.93,30
2013-03-19,Pune,ST001,31.8,24.09,36.38,0.22,37
2013-03-20,Pune,ST001,30.31,26.05,36.4,4.01,51
2013-03-21,Pune,ST001,31.38,25.18,35.41,0.49,46
2013-03-22,Pune,ST001,28.3,21.94,33.57,1.92,42
2013-03-23,Pune,ST001,31.83,25.22,38.54,0.05,51
2013-03-24,Pune,ST001,29.89,24.87,35.83,0.51,46
2013-03-25,Pune,ST001,29.66,24.2,37.57,0.27,46
2013-03-26,Pune,ST001,32.5,25.12,40.0,1.18,36
2013-03-27,Pune,ST001,35.18,30.4,40.62,1.33,37
2013-03-28,Pune,ST001,34.15,26.84,38.33,0.38,38
2013-03-29,Pune,ST001,28.68,22.43,36.06,1.27,38
2013-03-30,Pune,ST001,29.97,22.92,37.61,1.0,49
2013-03-31,Pune,ST001,34.22,27.36,41.5,1.07,45
2013-04-01,Pune,ST001,29.99,25.16,34.5,0.21,51
2013-04-02,Pune,ST001,31.66,25.38,39.65,0.47,50
2013-04-03,Pune,ST001,33.36,25.89,38.39,0.07,34
2013-04-04,Pune,ST001,30.01,24.28,36.91,0.41,35
2013-04-05,Pune,ST001,32.37,24.5,40.0,0.43,54
2013-04-06,Pune,ST001,29.19,23.38,34.13,2.69,35
2013-04-07,Pune,ST001,30.79,26.22,38.42,1.36,53
2013-04-08,Pune,ST001,32.8,27.24,38.04,0.74,40
2013-04-09,Pune,ST001,28.58,20.77,36.48,0.19,42
2013-04-10,Pune,ST001,33.03,27.75,38.15,0.96,44
2013-04-11,Pune,ST001,32.0,24.52,39.81,1.57,50
2013-04-12,Pune,ST001,33.23,25.71,37.44,1.19,35
2013-04-13,Pune,ST001,32.48,27.08,39.32,0.2,34
2013-04-14,Pune,ST001,34.96,30.63,41.09,1.63,31
2013-04-15,Pune,ST001,32.2,25.31,38.12,1.59,40
2013-04-16,Pune,ST001,30.95,25.71,35.85,0.02,53
2013-04-17,Pune,ST001,32.13,25.0,38.95,1.7,44
2013-04-18,Pune,ST001,33.02,27.25,37.78,1.68,41
2013-04-19,Pune,ST001,31.89,25.95,38.1,0.3,46
2013-04-20,Pune,ST001,31.83,24.72,36.84,0.1,30
2013-04-21,Pune,ST001,30.15,24.62,37.97,2.39,40
2013-04-22,Pune,ST001,30.19,24.42,34.3,1.12,36
2013-04-23,Pune,ST001,28.51,23.01,33.31,0.54,47
2013-04-24,Pune,ST001,35.4,29.93,40.37,0.49,36
2013-04-25,Pune,ST001,28.76,22.65,34.41,0.42,41
2013-04-26,Pune,ST001,29.91,22.68,34.85,2.14,52
2013-04-27,Pune,ST001,29.8,24.35,35.77,0.35,45
2013-04-28,Pune,ST001,33.29,27.19,40.78,1.15,34
2013-04-29,Pune,ST001,30.61,23.93,37.46,1.59,36
2013-04-30,Pune,ST001,33.94,28.86,40.26,2.46,48
2013-05-01,Pune,ST001,29.65,24.54,34.0,0.28,50
2013-05-02,Pune,ST001,31.67,23.94,38.45,0.39,48
2013-05-03,Pune,ST001,29.15,22.26,33.82,0.68,48
2013-05-04,Pune,ST001,35.64,29.33,42.78,3.01,30
2013-05-05,Pune,ST001,28.23,21.64,33.23,0.21,33
2013-05-06,Pune,ST001,31.45,27.33,37.12,1.48,31
2013-05-07,Pune,ST001,32.08,25.61,37.49,0.47,35
2013-05-08,Pune,ST001,31.52,25.48,38.95,0.22,33
2013-05-09,Pune,ST001,30.12,23.94,34.63,2.0,50
2013-05-10,Pune,ST001,30.16,24.72,36.42,2.77,31
2013-05-11,Pune,ST001,30.45,26.13,35.02,0.35,30
2013-05-12,Pune,ST001,29.95,25.17,36.76,2.61,34
2013-05-13,Pune,ST001,32.3,24.5,39.92,1.04,51
2013-05-14,Pune,ST001,34.95,29.32,40.69,0.36,31
2013-05-15,Pune,ST001,28.77,22.9,34.72,0.43,50
2013-05-16,Pune,ST001,26.89,22.68,34.6,0.46,53
2013-05-17,Pune,ST001,29.61,25.46,35.69,0.0,30
2013-05-18,Pune,ST001,35.38,28.51,41.33,0.97,53
2013-05-19,Pune,ST001,27.84,21.69,34.15,1.37,47
2013-05-20,Pune,ST001,33.11,27.08,39.87,0.74,47
2013-05-21,Pune,ST001,33.09,28.12,37.52,1.39,49
2013-05-22,Pune,ST001,28.08,21.1,35.36,0.83,30
2013-05-23,Pune,ST001,30.44,25.77,36.18,0.08,51
2013-05-24,Pune,ST001,32.67,27.91,36.95,0.71,32
2013-05-25,Pune,ST001,28.14,22.3,35.28,3.19,53
2013-05-26,Pune,ST001,28.42,23.27,33.92,0.37,49
2013-05-27,Pune,ST001,27.47,22.48,31.87,0.52,39
2013-05-28,Pune,ST001,26.41,19.82,32.94,0.43,51
2013-05-29,Pune,ST001,27.1,20.49,34.62,1.58,46
2013-05-30,Pune,ST001,25.72,18.42,33.27,0.03,46
2013-05-31,Pune,ST001,28.37,22.69,36.2,0.47,43
2013-06-01,Pune,ST001,26.48,22.19,33.95,2.08,90
2013-06-02,Pune,ST001,28.57,23.47,32.58,3.2,89
2013-06-03,Pune,ST001,24.51,16.59,30.03,14.16,89
2013-06-04,Pune,ST001,28.54,22.15,35.81,6.03,74
2013-06-05,Pune,ST001,29.52,22.68,34.99,20.68,70
2013-06-06,Pune,ST001,23.18,19.15,29.58,10.02,87
2013-06-07,Pune,ST001,28.26,22.19,34.69,9.51,81
2013-06-08,Pune,ST001,30.01,25.86,35.47,23.49,71
2013-06-09,Pune,ST001,24.52,18.25,32.14,38.49,80
2013-06-10,Pune,ST001,30.74,23.05,36.75,3.43,84
2013-06-11,Pune,ST001,27.85,19.98,33.71,18.84,91
2013-06-12,Pune,ST001,25.25,19.09,33.24,3.55,91
2013-06-13,Pune,ST001,26.55,20.71,32.52,11.28,90
2013-06-14,Pune,ST001,27.77,19.99,32.48,7.65,83
2013-06-15,Pune,ST001,26.57,19.88,32.63,14.49,89
2013-06-16,Pune,ST001,27.46,23.2,34.72,16.25,77
2013-06-17,Pune,ST001,24.12,18.25,31.22,7.95,91
2013-06-18,Pune,ST001,26.38,21.42,33.53,15.49,82
2013-06-19,Pune,ST001,22.76,16.88,29.6,8.61,87
2013-06-20,Pune,ST001,25.49,19.67,30.51,10.79,70
2013-06-21,Pune,ST001,23.62,17.29,31.06,20.39,73
2013-06-22,Pune,ST001,23.85,18.42,31.42,4.51,75
2013-06-23,Pune,ST001,28.05,23.39,32.83,18.55,89
2013-06-24,Pune,ST001,27.6,21.58,32.12,9.78,72
2013-06-25,Pune,ST001,26.4,19.08,34.3,24.46,80
2013-06-26,Pune,ST001,22.52,15.86,29.99,7.01,87
2013-06-27,Pune,ST001,24.09,18.74,31.66,17.03,82
2013-06-28,Pune,ST001,27.32,19.58,34.86,16.23,76
2013-06-29,Pune,ST001,24.82,17.17,30.99,3.13,74
2013-06-30,Pune,ST001,29.48,24.64,36.06,2.61,94
2013-07-01,Pune,ST001,25.1,20.94,31.28,5.48,82
2013-07-02,Pune,ST001,24.52,17.56,28.73,8.15,88
2013-07-03,Pune,ST001,23.28,15.97,30.26,4.99,75
2013-07-04,Pune,ST001,24.12,16.25,30.14,20.52,74
2013-07-05,Pune,ST001,23.35,15.79,29.94,2.37,79
2013-07-06,Pune,ST001,25.11,18.7,31.12,10.04,72
2013-07-07,Pune,ST001,25.52,19.4,31.48,13.09,74
2013-07-08,Pune,ST001,21.55,17.43,26.23,6.85,83
2013-07-09,Pune,ST001,20.21,15.22,25.32,10.83,77
2013-07-10,Pune,ST001,18.96,13.12,23.6,3.1,83
2013-07-11,Pune,ST001,23.98,17.47,28.77,8.25,77
2013-07-12,Pune,ST001,20.3,14.07,28.19,9.24,88
2013-07-13,Pune,ST001,17.86,10.89,22.47,7.83,72
2013-07-14,Pune,ST001,23.31,18.2,28.39,15.37,75
2013-07-15,Pune,ST001,27.81,21.55,34.17,9.81,88
2013-07-16,Pune,ST001,22.18,17.83,28.62,4.2,85
2013-07-17,Pune,ST001,23.9,18.25,28.52,16.61,83
2013-07-18,Pune,ST001,22.11,15.11,29.28,10.72,90
2013-07-19,Pune,ST001,21.58,14.8,28.72,8.71,78
2013-07-20,Pune,ST001,23.69,15.72,28.63,13.78,72
2013-07-21,Pune,ST001,20.89,15.78,26.05,1.94,77
2013-07-22,Pune,ST001,21.99,16.0,29.74,13.08,80
2013-07-23,Pune,ST001,21.98,16.66,29.28,6.8,90
2013-07-24,Pune,ST001,19.68,13.91,26.47,2.47,89
2013-07-25,Pune,ST001,23.2,15.77,27.53,6.42,70
2013-07-26,Pune,ST001,20.51,13.77,26.18,6.81,73
2013-07-27,Pune,ST001,19.11,11.58,25.34,7.26,72
2013-07-28,Pune,ST001,21.82,17.01,26.57,2.77,77
2013-07-29,Pune,ST001,18.54,11.05,24.34,13.59,82
2013-07-30,Pune,ST001,20.46,16.22,26.86,12.03,76
2013-07-31,Pune,ST001,20.26,12.7,25.57,5.71,82
2013-08-01,Pune,ST001,22.55,17.23,29.67,17.2,73
2013-08-02,Pune,ST001,21.08,15.82,28.44,2.62,86
2013-08-03,Pune,ST001,19.87,13.82,25.16,16.31,81
2013-08-04,Pune,ST001,21.6,13.84,28.96,8.51,81
2013-08-05,Pune,ST001,22.75,18.56,27.16,11.64,76
2013-08-06,Pune,ST001,20.8,15.39,28.15,4.88,89
2013-08-07,Pune,ST001,19.49,12.06,24.1,3.51,79
2013-08-08,Pune,ST001,16.47,10.88,20.8,8.59,85
2013-08-09,Pune,ST001,16.9,12.1,23.47,5.25,94
2013-08-10,Pune,ST001,18.46,12.77,24.35,12.11,79
2013-08-11,Pune,ST001,17.69,12.15,25.32,10.17,78
2013-08-12,Pune,ST001,18.51,10.85,23.97,8.69,82
2013-08-13,Pune,ST001,18.95,11.9,24.09,7.87,79
2013-08-14,Pune,ST001,19.88,13.86,25.89,15.36,93
2013-08-15,Pune,ST001,18.46,10.51,24.29,8.8,91
2013-08-16,Pune,ST001,19.59,13.73,24.97,4.04,75
2013-08-17,Pune,ST001,18.57,14.33,25.34,5.82,94
2013-08-18,Pune,ST001,13.98,8.93,21.02,25.61,79
2013-08-19,Pune,ST001,16.17,10.42,23.58,8.95,86
2013-08-20,Pune,ST001,17.83,13.2,25.72,16.25,78
2013-08-21,Pune,ST001,15.39,7.6,20.46,6.66,86
2013-08-22,Pune,ST001,19.28,12.22,26.15,11.6,78
2013-08-23,Pune,ST001,21.25,16.17,26.82,9.51,72
2013-08-24,Pune,ST001,20.48,14.11,27.18,20.46,92
2013-08-25,Pune,ST001,17.24,10.36,23.15,18.94,75
2013-08-26,Pune,ST001,20.91,13.15,28.89,9.26,94
2013-08-27,Pune,ST001,17.88,10.35,24.79,8.9,82
2013-08-28,Pune,ST001,16.73,10.67,24.54,7.95,93
2013-08-29,Pune,ST001,16.05,8.95,23.39,2.87,94
2013-08-30,Pune,ST001,16.66,10.41,24.27,2.34,85
2013-08-31,Pune,ST001,16.4,10.19,23.66,11.97,78
2013-09-01,Pune,ST001,17.56,13.1,23.4,16.52,90
2013-09-02,Pune,ST001,17.47,12.97,22.48,17.86,88
2013-09-03,Pune,ST001,17.06,10.94,22.54,6.46,78
2013-09-04,Pune,ST001,17.95,12.88,22.04,4.15,86
2013-09-05,Pune,ST001,19.55,15.47,25.65,6.42,71
2013-09-06,Pune,ST001,18.96,12.07,24.98,13.76,84
2013-09-07,Pune,ST001,,9.42,19.65,19.48,73
2013-09-08,Pune,ST001,11.15,4.77,19.04,6.53,84
2013-09-09,Pune,ST001,18.77,12.61,26.41,12.16,91
2013-09-10,Pune,ST001,13.66,5.78,18.3,10.44,86
2013-09-11,Pune,ST001,16.12,10.18,21.6,16.37,85
2013-09-12,Pune,ST001,14.0,9.74,19.69,10.41,85
2013-09-13,Pune,ST001,12.56,6.36,18.01,9.0,77
2013-09-14,Pune,ST001,17.68,10.31,24.87,37.93,79
2013-09-15,Pune,ST001,18.12,10.13,24.22,6.12,80
2013-09-16,Pune,ST001,15.14,9.42,21.43,25.28,87
2013-09-17,Pune,ST001,10.68,5.4,18.09,10.89,71
2013-09-18,Pune,ST001,15.15,7.52,22.37,15.13,71
2013-09-19,Pune,ST001,17.18,12.42,21.71,7.77,80
2013-09-20,Pune,ST001,13.04,6.58,19.89,20.32,83
2013-09-21,Pune,ST001,16.67,11.05,22.41,9.07,92
2013-09-22,Pune,ST001,16.21,12.05,21.39,20.79,71
2013-09-23,Pune,ST001,17.5,12.11,21.7,5.22,73
2013-09-24,Pune,ST001,16.47,11.41,22.42,12.15,89
2013-09-25,Pune,ST001,14.05,7.31,19.47,6.31,80
2013-09-26,Pune,ST001,18.81,11.02,23.82,10.11,80
2013-09-27,Pune,ST001,15.82,10.75,22.6,5.66,85
2013-09-28,Pune,ST001,16.1,8.85,23.18,41.73,85
2013-09-29,Pune,ST001,14.1,9.88,19.08,3.71,93
2013-09-30,Pune,ST001,15.18,9.02,19.37,5.74,91
2013-10-01,Pune,ST001,14.2,9.92,21.6,0.27,43
2013-10-02,Pune,ST001,15.77,8.03,19.81,0.26,44
2013-10-03,Pune,ST001,19.92,12.86,27.67,1.67,51
2013-10-04,Pune,ST001,13.14,6.51,19.65,0.16,55
2013-10-05,Pune,ST001,12.62,5.32,17.91,4.32,51
2013-10-06,Pune,ST001,19.42,12.83,24.4,0.9,42
2013-10-07,Pune,ST001,15.73,7.86,19.77,0.95,58
2013-10-08,Pune,ST001,14.74,7.88,19.68,2.17,55
2013-10-09,Pune,ST001,18.51,10.82,23.07,0.64,44
2013-10-10,Pune,ST001,14.91,8.85,21.36,2.59,64
2013-10-11,Pune,ST001,20.29,15.82,24.95,1.07,59
2013-10-12,Pune,ST001,17.79,11.67,23.9,3.6,52
2013-10-13,Pune,ST001,15.25,10.74,21.61,2.51,52
2013-10-14,Pune,ST001,21.1,14.73,26.29,1.51,49
2013-10-15,Pune,ST001,15.05,9.12,19.19,1.21,50
2013-10-16,Pune,ST001,18.05,11.56,22.2,3.17,43
2013-10-17,Pune,ST001,17.11,13.07,21.22,0.94,55
2013-10-18,Pune,ST001,19.36,14.58,26.31,1.2,52
2013-10-19,Pune,ST001,19.97,14.0,25.24,0.53,50
2013-10-20,Pune,ST001,16.65,8.84,23.83,1.73,50
2013-10-21,Pune,ST001,14.96,9.43,20.69,5.19,44
2013-10-22,Pune,ST001,,11.98,23.49,0.75,52
2013-10-23,Pune,ST001,15.23,8.37,21.28,0.86,63
2013-10-24,Pune,ST001,21.2,14.79,28.05,4.53,56
2013-10-25,Pune,ST001,17.13,11.93,22.22,3.19,52
2013-10-26,Pune,ST001,16.08,10.44,20.56,0.42,40
2013-10-27,Pune,ST001,17.35,12.48,23.57,0.04,50
2013-10-28,Pune,ST001,14.04,6.17,19.35,2.84,49
2013-10-29,Pune,ST001,14.93,10.4,20.7,1.66,42
2013-10-30,Pune,ST001,19.77,14.28,26.36,0.94,46
2013-10-31,Pune,ST001,15.75,11.65,21.73,0.6,45
2013-11-01,Pune,ST001,14.96,10.07,21.44,0.23,48
2013-11-02,Pune,ST001,18.52,11.4,24.69,2.89,43
2013-11-03,Pune,ST001,20.02,15.21,26.98,1.22,63
2013-11-04,Pune,ST001,19.07,14.75,25.89,0.28,49
2013-11-05,Pune,ST001,19.75,13.86,25.89,3.16,62
2013-11-06,Pune,ST001,15.98,11.94,22.69,4.79,43
2013-11-07,Pune,ST001,14.59,10.25,22.09,1.52,48
2013-11-08,Pune,ST001,21.11,13.88,26.84,0.97,58
2013-11-09,Pune,ST001,17.18,10.09,22.83,1.68,45
2013-11-10,Pune,ST001,17.42,9.76,24.48,2.94,44
2013-11-11,Pune,ST001,20.99,13.57,27.32,2.87,48
2013-11-12,Pune,ST001,19.38,12.65,23.66,1.08,61
2013-11-13,Pune,ST001,19.25,15.04,26.82,0.42,51
2013-11-14,Pune,ST001,23.1,15.97,27.23,0.73,60
2013-11-15,Pune,ST001,17.02,9.64,24.01,0.79,55
2013-11-16,Pune,ST001,20.57,13.38,27.61,0.77,50
2013-11-17,Pune,ST001,18.76,12.72,26.57,1.69,43
2013-11-18,Pune,ST001,19.32,14.39,23.54,1.63,54
2013-11-19,Pune,ST001,22.2,14.82,28.58,0.14,41
2013-11-20,Pune,ST001,20.05,13.15,25.77,0.43,47
2013-11-21,Pune,ST001,20.23,12.3,25.55,0.82,56
2013-11-22,Pune,ST001,21.51,16.89,25.87,2.25,63
2013-11-23,Pune,ST001,18.45,13.55,24.71,0.78,64
2013-11-24,Pune,ST001,17.52,12.67,23.44,0.54,45
2013-11-25,Pune,ST001,17.18,10.01,21.6,2.26,41
2013-11-26,Pune,ST001,15.26,10.52,21.71,2.41,62
2013-11-27,Pune,ST001,24.23,19.96,31.18,0.78,58
2013-11-28,Pune,ST001,17.39,9.4,24.46,0.88,54
2013-11-29,Pune,ST001,19.45,15.35,27.07,0.76,42
2013-11-30,Pune,ST001,19.44,12.1,25.08,0.7,51
2013-12-01,Pune,ST001,20.85,15.39,28.66,59.77679265207095,55
2013-12-02,Pune,ST001,22.09,14.72,29.55,3.77,41
2013-12-03,Pune,ST001,22.31,16.09,27.49,2.33,49
