date,location,station,avg_temp,min_temp,max_temp,precipitation,humidity,year,month,day,month_name,season,temp_30d_avg,rain_30d_avg
2012-04-01,Pune,ST001,35.2,28.86,41.91,2.75,40,2012,4,1,April,Summer,31.997,1.04
2012-04-02,Pune,ST001,37.15,32.72,44.65,0.5,30,2012,4,2,April,Summer,32.17633333333333,1.0530000000000002
2012-04-03,Pune,ST001,31.29,23.43,38.29,0.77,30,2012,4,3,April,Summer,32.272,1.063
2012-04-04,Pune,ST001,31.1,26.4,38.86,0.51,52,2012,4,4,April,Summer,32.34466666666667,1.0273333333333334
2012-04-05,Pune,ST001,35.27,28.68,39.49,3.66,53,2012,4,5,April,Summer,32.397999999999996,1.1486666666666667
2012-04-06,Pune,ST001,35.54,30.55,39.59,0.43,51,2012,4,6,April,Summer,32.53866666666667,1.145
2012-04-07,Pune,ST001,30.9,24.03,37.54,0.5,30,2012,4,7,April,Summer,32.47,1.1403333333333334
2012-04-08,Pune,ST001,31.11,24.0,36.26,1.18,44,2012,4,8,April,Summer,32.45433333333333,1.1380000000000001
2012-04-09,Pune,ST001,31.39,24.7,36.4,1.54,49,2012,4,9,April,Summer,32.446333333333335,1.1823333333333332
2012-04-10,Pune,ST001,29.03,22.57,34.35,0.25,44,2012,4,10,April,Summer,32.291333333333334,1.135333333333333
2012-04-11,Pune,ST001,29.94,22.37,35.02,0.5,54,2012,4,11,April,Summer,32.27166666666667,1.0983333333333332
2012-04-12,Pune,ST001,29.73,25.42,35.78,0.38,33,2012,4,12,April,Summer,32.19866666666667,1.1056666666666668
2012-04-13,Pune,ST001,30.22,24.9,35.98,0.26,30,2012,4,13,April,Summer,32.181666666666665,1.0899999999999999
2012-04-14,Pune,ST001,31.8,26.81,37.85,2.09,49,2012,4,14,April,Summer,32.214000000000006,1.147
2012-04-15,Pune,ST001,32.36,24.41,39.05,0.08,45,2012,4,15,April,Summer,32.25466666666667,1.036
2012-04-16,Pune,ST001,35.22,29.66,40.77,2.68,45,2012,4,16,April,Summer,32.35033333333333,1.0743333333333334
2012-04-17,Pune,ST001,29.58,22.65,34.58,0.41,45,2012,4,17,April,Summer,32.30833333333333,1.0343333333333333
2012-04-18,Pune,ST001,33.9,27.16,38.56,5.02,45,2012,4,18,April,Summer,32.282333333333334,1.197
2012-04-19,Pune,ST001,31.22,26.37,36.62,0.21,40,2012,4,19,April,Summer,32.32366666666667,1.1443333333333334
2012-04-20,Pune,ST001,31.54,26.58,38.5,0.33,33,2012,4,20,April,Summer,32.323,1.0946666666666667
2012-04-21,Pune,ST001,33.08,27.96,40.11,1.82,48,2012,4,21,April,Summer,32.391333333333336,1.1216666666666666
2012-04-22,Pune,ST001,29.08,23.44,35.75,0.03,43,2012,4,22,April,Summer,32.18733333333333,1.117
2012-04-23,Pune,ST001,32.34,27.4,37.28,1.42,54,2012,4,23,April,Summer,32.183,1.1323333333333332
2012-04-24,Pune,ST001,31.81,27.73,38.16,0.66,46,2012,4,24,April,Summer,32.099333333333334,1.1366666666666667
2012-04-25,Pune,ST001,32.47,24.96,38.76,1.37,46,2012,4,25,April,Summer,32.22166666666667,1.151
2012-04-26,Pune,ST001,31.97,24.11,37.9,0.24,48,2012,4,26,April,Summer,32.19833333333333,1.0759999999999998
2012-04-27,Pune,ST001,36.67,31.31,42.87,0.26,35,2012,4,27,April,Summer,32.286,1.069
2012-04-28,Pune,ST001,29.81,24.45,35.77,0.02,35,2012,4,28,April,Summer,32.204,1.0373333333333332
2012-04-29,Pune,ST001,29.98,25.95,36.24,0.18,38,2012,4,29,April,Summer,32.05533333333333,1.0083333333333333
2012-04-30,Pune,ST001,29.71,22.99,36.57,0.32,31,2012,4,30,April,Summer,32.01366666666667,1.0123333333333333
2012-05-01,Pune,ST001,29.79,22.49,34.23,1.02,50,2012,5,1,May,Summer,31.833333333333332,0.9546666666666667
2012-05-02,Pune,ST001,29.54,24.95,36.54,0.88,38,2012,5,2,May,Summer,31.579666666666665,0.9673333333333333
2012-05-03,Pune,ST001,33.48,28.85,38.03,0.63,31,2012,5,3,May,Summer,31.65266666666667,0.9626666666666667
2012-05-04,Pune,ST001,33.92,26.76,38.19,1.8,32,2012,5,4,May,Summer,31.746666666666666,1.0056666666666667
2012-05-05,Pune,ST001,29.46,23.0,37.37,0.02,53,2012,5,5,May,Summer,31.553,0.8843333333333333
2012-05-06,Pune,ST001,28.81,24.63,36.64,0.63,41,2012,5,6,May,Summer,31.328666666666667,0.8909999999999999
2012-05-07,Pune,ST001,31.6,25.11,35.84,0.41,35,2012,5,7,May,Summer,31.351999999999997,0.8879999999999999
2012-05-08,Pune,ST001,29.26,24.03,35.03,0.03,33,2012,5,8,May,Summer,31.290333333333333,0.8496666666666666
2012-05-09,Pune,ST001,31.79,26.31,36.53,0.0,43,2012,5,9,May,Summer,31.30366666666667,0.7983333333333333
2012-05-10,Pune,ST001,30.75,23.67,36.69,4.48,44,2012,5,10,May,Summer,31.361,0.9393333333333334
2012-05-11,Pune,ST001,26.88,19.64,34.21,0.5,37,2012,5,11,May,Summer,31.259,0.9393333333333334
2012-05-12,Pune,ST001,33.53,27.93,41.34,3.66,48,2012,5,12,May,Summer,31.385666666666665,1.0486666666666666
2012-05-13,Pune,ST001,33.99,26.2,40.53,0.97,30,2012,5,13,May,Summer,31.511333333333333,1.0723333333333334
2012-05-14,Pune,ST001,28.6,22.97,34.01,0.08,51,2012,5,14,May,Summer,31.404666666666667,1.0053333333333334
2012-05-15,Pune,ST001,29.0,21.91,35.41,1.03,41,2012,5,15,May,Summer,31.292666666666666,1.037
2012-05-16,Pune,ST001,30.38,24.45,35.63,1.11,35,2012,5,16,May,Summer,31.131333333333334,0.9846666666666668
2012-05-17,Pune,ST001,30.39,22.8,38.03,0.76,41,2012,5,17,May,Summer,31.158333333333335,0.9963333333333334
2012-05-18,Pune,ST001,31.0,23.37,38.49,2.62,39,2012,5,18,May,Summer,31.061666666666667,0.9163333333333334
2012-05-19,Pune,ST001,33.88,29.53,40.11,0.72,44,2012,5,19,May,Summer,31.150333333333332,0.9333333333333333
2012-05-20,Pune,ST001,28.96,21.22,34.26,2.18,53,2012,5,20,May,Summer,31.064333333333334,0.995
2012-05-21,Pune,ST001,27.49,20.19,32.66,1.12,30,2012,5,21,May,Summer,30.878,0.9716666666666668
2012-05-22,Pune,ST001,26.11,18.94,30.24,1.85,43,2012,5,22,May,Summer,30.779,1.0323333333333333
2012-05-23,Pune,ST001,27.42,22.62,34.69,0.31,44,2012,5,23,May,Summer,30.615000000000002,0.9953333333333333
2012-05-24,Pune,ST001,28.85,21.63,34.65,0.6,43,2012,5,24,May,Summer,30.516333333333332,0.9933333333333334
2012-05-25,Pune,ST001,32.76,25.36,38.06,1.52,37,2012,5,25,May,Summer,30.526,0.9983333333333334
2012-05-26,Pune,ST001,27.56,22.41,33.45,0.21,47,2012,5,26,May,Summer,30.379,0.9973333333333334
2012-05-27,Pune,ST001,29.08,21.27,36.36,1.56,44,2012,5,27,May,Summer,30.125999999999998,1.0406666666666669
2012-05-28,Pune,ST001,28.44,24.24,32.94,1.81,45,2012,5,28,May,Summer,30.080333333333336,1.1003333333333336
2012-05-29,Pune,ST001,30.97,26.37,38.4,1.07,39,2012,5,29,May,Summer,30.113333333333333,1.1300000000000001
2012-05-30,Pune,ST001,33.8,27.65,41.39,0.55,47,2012,5,30,May,Summer,30.249666666666666,1.1376666666666668
2012-05-31,Pune,ST001,26.95,20.65,34.74,1.77,33,2012,5,31,May,Summer,30.154999999999998,1.1626666666666667
2012-06-01,Pune,ST001,26.93,20.35,32.52,16.91,85,2012,6,1,June,Monsoon,30.068,1.697
2012-06-02,Pune,ST001,30.18,26.11,35.05,16.23,75,2012,6,2,June,Monsoon,29.958000000000002,2.217
2012-06-03,Pune,ST001,29.26,21.42,34.75,3.36,77,2012,6,3,June,Monsoon,29.802666666666667,2.269
2012-06-04,Pune,ST001,31.7,27.52,37.03,13.41,90,2012,6,4,June,Monsoon,29.877333333333336,2.715333333333333
2012-06-05,Pune,ST001,28.8,24.23,33.5,10.46,79,2012,6,5,June,Monsoon,29.877,3.0429999999999997
2012-06-06,Pune,ST001,26.6,22.54,33.03,6.98,89,2012,6,6,June,Monsoon,29.710333333333335,3.262
2012-06-07,Pune,ST001,28.56,22.29,34.47,1.57,82,2012,6,7,June,Monsoon,29.686999999999998,3.3133333333333335
2012-06-08,Pune,ST001,29.57,21.85,37.04,3.91,92,2012,6,8,June,Monsoon,29.613,3.4436666666666667
2012-06-09,Pune,ST001,28.81,22.15,32.94,8.65,76,2012,6,9,June,Monsoon,29.548333333333336,3.582666666666667
2012-06-10,Pune,ST001,28.0,20.7,34.57,3.9,70,2012,6,10,June,Monsoon,29.585666666666665,3.6959999999999997
2012-06-11,Pune,ST001,29.1,25.04,36.15,17.12,75,2012,6,11,June,Monsoon,29.438,4.144666666666667
2012-06-12,Pune,ST001,29.19,23.02,36.23,7.54,76,2012,6,12,June,Monsoon,29.278000000000002,4.363666666666666
2012-06-13,Pune,ST001,29.53,23.69,37.07,6.64,72,2012,6,13,June,Monsoon,29.309,4.582333333333334
2012-06-14,Pune,ST001,27.78,21.79,34.7,8.93,73,2012,6,14,June,Monsoon,29.26833333333333,4.845666666666667
2012-06-15,Pune,ST001,25.86,21.57,33.57,4.02,75,2012,6,15,June,Monsoon,29.117666666666665,4.942666666666667
2012-06-16,Pune,ST001,26.41,19.68,31.74,7.18,87,2012,6,16,June,Monsoon,28.985,5.156666666666667
2012-06-17,Pune,ST001,28.61,22.6,34.63,4.47,81,2012,6,17,June,Monsoon,28.90533333333333,5.218333333333334
2012-06-18,Pune,ST001,24.03,16.97,28.08,8.0,73,2012,6,18,June,Monsoon,28.577,5.461
2012-06-19,Pune,ST001,26.5,20.56,30.53,6.45,72,2012,6,19,June,Monsoon,28.495,5.6033333333333335
2012-06-20,Pune,ST001,24.69,20.09,29.65,13.52,82,2012,6,20,June,Monsoon,28.401666666666664,6.016666666666667
2012-06-21,Pune,ST001,25.48,18.89,29.89,6.44,85,2012,6,21,June,Monsoon,28.380666666666666,6.169666666666667
2012-06-22,Pune,ST001,28.1,23.41,33.14,23.1,88,2012,6,22,June,Monsoon,28.403333333333332,6.929333333333333
2012-06-23,Pune,ST001,25.57,18.08,30.27,8.23,89,2012,6,23,June,Monsoon,28.293999999999997,7.183666666666667
2012-06-24,Pune,ST001,25.11,18.66,29.23,9.15,78,2012,6,24,June,Monsoon,28.038999999999998,7.438
2012-06-25,Pune,ST001,21.88,17.25,29.52,10.21,89,2012,6,25,June,Monsoon,27.849666666666668,7.771333333333333
2012-06-26,Pune,ST001,26.38,18.53,30.41,8.12,93,2012,6,26,June,Monsoon,27.759666666666664,7.989999999999999
2012-06-27,Pune,ST001,26.02,19.95,32.96,2.75,78,2012,6,27,June,Monsoon,27.678999999999995,8.021333333333335
2012-06-28,Pune,ST001,29.22,24.93,33.83,8.69,79,2012,6,28,June,Monsoon,27.62066666666667,8.275333333333332
2012-06-29,Pune,ST001,23.65,17.14,31.3,10.1,77,2012,6,29,June,Monsoon,27.28233333333333,8.593666666666667
2012-06-30,Pune,ST001,24.67,19.66,32.24,11.79,92,2012,6,30,June,Monsoon,27.206333333333337,8.927666666666669
2012-07-01,Pune,ST001,24.6,17.38,31.21,13.29,87,2012,7,1,July,Monsoon,27.128666666666668,8.806999999999999
2012-07-02,Pune,ST001,27.38,20.11,34.07,14.13,85,2012,7,2,July,Monsoon,27.035333333333334,8.737
2012-07-03,Pune,ST001,23.56,15.65,27.58,12.3,91,2012,7,3,July,Monsoon,26.845333333333333,9.035
2012-07-04,Pune,ST001,24.25,18.24,32.19,19.07,88,2012,7,4,July,Monsoon,26.596999999999998,9.223666666666666
2012-07-05,Pune,ST001,24.84,19.02,32.35,10.76,78,2012,7,5,July,Monsoon,26.465,9.233666666666666
2012-07-06,Pune,ST001,23.77,16.76,31.35,22.79,77,2012,7,6,July,Monsoon,26.37066666666667,9.760666666666667
2012-07-07,Pune,ST001,22.24,17.71,28.88,12.02,71,2012,7,7,July,Monsoon,26.160000000000004,10.109
2012-07-08,Pune,ST001,23.51,17.33,28.89,3.09,78,2012,7,8,July,Monsoon,25.958000000000002,10.081666666666667
2012-07-09,Pune,ST001,25.31,19.13,32.89,11.61,72,2012,7,9,July,Monsoon,25.841333333333335,10.180333333333332
2012-07-10,Pune,ST001,20.56,16.2,25.72,1.41,78,2012,7,10,July,Monsoon,25.593333333333337,10.097333333333333
2012-07-11,Pune,ST001,22.97,17.3,29.22,18.68,82,2012,7,11,July,Monsoon,25.389000000000003,10.149333333333335
2012-07-12,Pune,ST001,21.0,13.59,25.4,5.04,82,2012,7,12,July,Monsoon,25.116,10.065999999999999
2012-07-13,Pune,ST001,25.04,17.61,32.73,8.98,83,2012,7,13,July,Monsoon,24.966333333333335,10.144
2012-07-14,Pune,ST001,18.92,14.53,23.49,9.44,86,2012,7,14,July,Monsoon,24.671,10.161
2012-07-15,Pune,ST001,20.91,16.55,25.81,11.64,80,2012,7,15,July,Monsoon,24.506000000000004,10.415
2012-07-16,Pune,ST001,22.84,17.79,29.07,12.63,93,2012,7,16,July,Monsoon,24.386999999999997,10.596666666666666
2012-07-17,Pune,ST001,25.32,17.82,32.38,7.09,81,2012,7,17,July,Monsoon,24.277333333333335,10.684000000000001
2012-07-18,Pune,ST001,21.6,17.08,28.08,4.82,75,2012,7,18,July,Monsoon,24.19633333333333,10.578000000000001
2012-07-19,Pune,ST001,20.39,13.51,25.32,1.74,87,2012,7,19,July,Monsoon,23.992666666666665,10.421
2012-07-20,Pune,ST001,25.62,21.22,29.63,10.18,78,2012,7,20,July,Monsoon,24.023666666666667,10.309666666666667
2012-07-21,Pune,ST001,18.17,11.67,25.2,9.39,87,2012,7,21,July,Monsoon,23.779999999999998,10.408
2012-07-22,Pune,ST001,16.39,10.96,24.33,17.72,88,2012,7,22,July,Monsoon,23.389666666666663,10.228666666666665
2012-07-23,Pune,ST001,22.06,14.91,29.3,2.69,85,2012,7,23,July,Monsoon,23.27266666666667,10.044
2012-07-24,Pune,ST001,19.86,14.93,25.71,7.48,76,2012,7,24,July,Monsoon,23.09766666666667,9.988333333333333
2012-07-25,Pune,ST001,18.6,12.04,26.21,31.43,83,2012,7,25,July,Monsoon,22.988333333333333,10.695666666666666
2012-07-26,Pune,ST001,22.28,17.33,27.92,14.75,92,2012,7,26,July,Monsoon,22.85166666666667,10.916666666666666
2012-07-27,Pune,ST001,21.13,14.28,27.23,14.41,71,2012,7,27,July,Monsoon,22.68866666666667,11.305333333333332
2012-07-28,Pune,ST001,19.23,11.73,25.14,17.6,75,2012,7,28,July,Monsoon,22.355666666666668,11.602333333333332
2012-07-29,Pune,ST001,17.53,13.02,23.32,19.66,79,2012,7,29,July,Monsoon,22.151666666666667,11.921
2012-07-30,Pune,ST001,22.15,14.68,29.25,5.82,81,2012,7,30,July,Monsoon,22.067666666666664,11.722000000000001
2012-07-31,Pune,ST001,21.54,15.16,27.64,1.68,76,2012,7,31,July,Monsoon,21.965666666666664,11.335
2012-08-01,Pune,ST001,19.77,15.26,25.04,7.18,74,2012,8,1,August,Monsoon,21.711999999999996,11.103333333333333
2012-08-02,Pune,ST001,23.93,18.22,28.97,8.36,94,2012,8,2,August,Monsoon,21.724333333333334,10.972
2012-08-03,Pune,ST001,17.4,12.76,21.55,1.53,83,2012,8,3,August,Monsoon,21.496,10.387333333333334
2012-08-04,Pune,ST001,16.28,9.48,22.62,7.82,83,2012,8,4,August,Monsoon,21.210666666666665,10.289333333333333
2012-08-05,Pune,ST001,18.0,10.97,22.92,7.66,92,2012,8,5,August,Monsoon,21.01833333333333,9.784999999999998
2012-08-06,Pune,ST001,19.31,14.89,23.91,16.04,71,2012,8,6,August,Monsoon,20.920666666666666,9.919
2012-08-07,Pune,ST001,19.84,13.81,26.45,9.82,81,2012,8,7,August,Monsoon,20.798333333333336,10.143333333333334
2012-08-08,Pune,ST001,18.66,11.4,25.39,27.29,87,2012,8,8,August,Monsoon,20.576666666666668,10.666
2012-08-09,Pune,ST001,19.86,12.12,26.87,6.18,75,2012,8,9,August,Monsoon,20.553333333333335,10.825
2012-08-10,Pune,ST001,16.23,10.17,22.24,22.62,92,2012,8,10,August,Monsoon,20.328666666666667,10.956333333333333
2012-08-11,Pune,ST001,30.17377492428946,14.25,29.63,3.16,90,2012,8,11,August,Monsoon,20.63445916414298,10.893666666666666
2012-08-12,Pune,ST001,18.59,12.45,26.34,4.79,81,2012,8,12,August,Monsoon,20.419459164142985,10.754
2012-08-13,Pune,ST001,21.13,15.55,28.36,8.19,72,2012,8,13,August,Monsoon,20.493125830809653,10.712333333333333
2012-08-14,Pune,ST001,19.32,11.93,25.87,3.24,94,2012,8,14,August,Monsoon,20.440125830809645,10.432333333333334
2012-08-15,Pune,ST001,19.48,13.5,24.69,25.47,85,2012,8,15,August,Monsoon,20.32812583080965,10.860333333333333
2012-08-16,Pune,ST001,19.63,13.74,27.56,6.06,88,2012,8,16,August,Monsoon,20.138459164142983,10.825999999999999
2012-08-17,Pune,ST001,19.26,13.3,24.36,27.45,82,2012,8,17,August,Monsoon,20.06045916414298,11.580333333333332
2012-08-18,Pune,ST001,19.6,12.21,24.41,8.95,87,2012,8,18,August,Monsoon,20.03412583080965,11.820666666666666
2012-08-19,Pune,ST001,21.02,13.69,26.79,5.61,94,2012,8,19,August,Monsoon,19.880792497476314,11.668333333333331
2012-08-20,Pune,ST001,18.44,12.82,22.66,10.64,94,2012,8,20,August,Monsoon,19.889792497476318,11.71
2012-08-21,Pune,ST001,19.47,14.14,27.39,8.58,78,2012,8,21,August,Monsoon,19.992459164142982,11.405333333333335
2012-08-22,Pune,ST001,17.63,11.66,23.98,1.05,79,2012,8,22,August,Monsoon,19.844792497476313,11.350666666666667
2012-08-23,Pune,ST001,20.91,14.62,27.14,25.3,73,2012,8,23,August,Monsoon,19.879792497476316,11.944666666666667
2012-08-24,Pune,ST001,16.17,11.22,22.8,8.56,85,2012,8,24,August,Monsoon,19.798792497476317,11.182333333333332
2012-08-25,Pune,ST001,21.54,14.37,27.53,14.24,80,2012,8,25,August,Monsoon,19.774125830809645,11.165333333333333
2012-08-26,Pune,ST001,17.41,11.47,21.54,17.32,82,2012,8,26,August,Monsoon,19.65012583080965,11.262333333333334
2012-08-27,Pune,ST001,14.28,8.94,20.73,2.5,94,2012,8,27,August,Monsoon,19.485125830809647,10.758999999999999
2012-08-28,Pune,ST001,17.63,13.2,24.5,8.47,73,2012,8,28,August,Monsoon,19.48845916414298,10.386
2012-08-29,Pune,ST001,15.78,10.82,21.45,3.98,88,2012,8,29,August,Monsoon,19.276125830809647,10.324666666666667
2012-08-30,Pune,ST001,19.06,11.26,26.09,12.0,85,2012,8,30,August,Monsoon,19.193459164142986,10.668666666666667
2012-08-31,Pune,ST001,15.7,10.48,20.61,13.25,87,2012,8,31,August,Monsoon,19.057792497476314,10.871
2012-09-01,Pune,ST001,16.09,11.41,20.97,17.12,94,2012,9,1,September,Monsoon,18.79645916414298,11.163
2012-09-02,Pune,ST001,12.85,7.01,17.49,6.6,74,2012,9,2,September,Monsoon,18.644792497476317,11.331999999999999
2012-09-03,Pune,ST001,15.95,10.72,21.44,6.88,76,2012,9,3,September,Monsoon,18.633792497476314,11.300666666666666
2012-09-04,Pune,ST001,11.55,7.41,18.94,14.29,74,2012,9,4,September,Monsoon,18.418792497476318,11.521666666666668
2012-09-05,Pune,ST001,13.34,8.05,20.65,4.34,81,2012,9,5,September,Monsoon,18.219792497476313,11.131666666666666
2012-09-06,Pune,ST001,18.44,12.27,23.97,5.35,72,2012,9,6,September,Monsoon,18.173125830809646,10.982666666666667
2012-09-07,Pune,ST001,18.44,12.24,24.8,66.21094736852474,93,2012,9,7,September,Monsoon,18.165792497476314,12.280031578950824
2012-09-08,Pune,ST001,17.6,12.17,24.48,20.82,85,2012,9,8,September,Monsoon,18.09045916414298,12.768031578950824
2012-09-09,Pune,ST001,14.49,8.7,19.45,4.25,79,2012,9,9,September,Monsoon,18.03245916414298,12.15569824561749
2012-09-10,Pune,ST001,16.46,8.6,21.13,13.71,78,2012,9,10,September,Monsoon,17.575333333333333,12.507364912284158
2012-09-11,Pune,ST001,16.51,11.0,24.4,8.3,86,2012,9,11,September,Monsoon,17.505999999999997,12.624364912284157
2012-09-12,Pune,ST001,13.93,8.9,20.4,11.88,83,2012,9,12,September,Monsoon,17.266000000000002,12.747364912284157
2012-09-13,Pune,ST001,19.74,14.77,27.67,7.26,88,2012,9,13,September,Monsoon,17.279999999999998,12.881364912284159
2012-09-14,Pune,ST001,18.33,12.5,23.68,12.58,80,2012,9,14,September,Monsoon,17.241666666666667,12.451698245617491
2012-09-15,Pune,ST001,15.88,8.84,22.69,14.15,72,2012,9,15,September,Monsoon,17.116666666666667,12.721364912284157
2012-09-16,Pune,ST001,16.39,11.56,21.28,14.11,78,2012,9,16,September,Monsoon,17.021,12.276698245617492
2012-09-17,Pune,ST001,16.76,9.92,21.8,15.42,71,2012,9,17,September,Monsoon,16.926333333333332,12.492364912284158
2012-09-18,Pune,ST001,11.78,7.69,17.82,28.65,75,2012,9,18,September,Monsoon,16.618333333333332,13.260364912284158
2012-09-19,Pune,ST001,15.7,10.02,20.98,13.34,87,2012,9,19,September,Monsoon,16.527,13.350364912284158
2012-09-20,Pune,ST001,14.72,7.61,19.39,2.14,92,2012,9,20,September,Monsoon,16.368666666666666,13.135698245617492
2012-09-21,Pune,ST001,13.99,8.64,19.04,8.67,93,2012,9,21,September,Monsoon,16.247333333333334,13.389698245617492
2012-09-22,Pune,ST001,15.56,9.3,19.7,6.96,85,2012,9,22,September,Monsoon,16.069,12.77836491228416
2012-09-23,Pune,ST001,20.11,15.29,26.93,6.87,88,2012,9,23,September,Monsoon,16.200333333333333,12.722031578950826
2012-09-24,Pune,ST001,17.55,10.58,23.52,2.74,80,2012,9,24,September,Monsoon,16.067333333333334,12.338698245617492
2012-09-25,Pune,ST001,14.87,10.66,19.25,4.75,90,2012,9,25,September,Monsoon,15.982666666666667,11.919698245617493
2012-09-26,Pune,ST001,17.38,9.97,22.06,9.23,73,2012,9,26,September,Monsoon,16.086,12.144031578950825
2012-09-27,Pune,ST001,19.19,14.4,23.6,19.15,88,2012,9,27,September,Monsoon,16.137999999999998,12.500031578950825
2012-09-28,Pune,ST001,18.14,10.64,24.59,4.86,94,2012,9,28,September,Monsoon,16.216666666666665,12.529364912284159
2012-09-29,Pune,ST001,16.23,10.82,20.61,17.3,89,2012,9,29,September,Monsoon,16.122333333333334,12.706031578950823
2012-09-30,Pune,ST001,14.68,7.79,21.69,9.4,84,2012,9,30,September,Monsoon,16.088333333333335,12.57769824561749
2012-10-01,Pune,ST001,17.64,12.36,21.72,0.92,53,2012,10,1,October,Autumn,16.14,12.037698245617491
2012-10-02,Pune,ST001,16.97,9.35,21.97,0.54,49,2012,10,2,October,Autumn,16.277333333333335,11.835698245617492
2012-10-03,Pune,ST001,18.08,13.57,25.64,0.01,57,2012,10,3,October,Autumn,16.348333333333333,11.60669824561749
2012-10-04,Pune,ST001,17.52,12.8,24.39,1.16,41,2012,10,4,October,Autumn,16.547333333333334,11.169031578950825
2012-10-05,Pune,ST001,18.44,12.47,22.73,0.03,43,2012,10,5,October,Autumn,16.717333333333332,11.025364912284157
2012-10-06,Pune,ST001,14.97,10.64,22.25,0.12,54,2012,10,6,October,Autumn,16.601666666666667,10.851031578950824
2012-10-07,Pune,ST001,19.06,14.27,25.03,3.81,59,2012,10,7,October,Autumn,16.622333333333334,8.770999999999999
2012-10-08,Pune,ST001,16.61,8.84,24.0,0.88,54,2012,10,8,October,Autumn,16.589333333333332,8.106333333333334
2012-10-09,Pune,ST001,20.76,12.86,27.17,0.98,64,2012,10,9,October,Autumn,16.798333333333336,7.997333333333334
2012-10-10,Pune,ST001,14.7,9.2,21.43,0.54,58,2012,10,10,October,Autumn,16.73966666666667,7.558333333333334
2012-10-11,Pune,ST001,20.06,12.37,28.04,0.19,55,2012,10,11,October,Autumn,16.858,7.287999999999999
2012-10-12,Pune,ST001,16.71,10.53,21.64,2.34,56,2012,10,12,October,Autumn,16.950666666666667,6.97
2012-10-13,Pune,ST001,14.87,9.79,21.36,1.62,61,2012,10,13,October,Autumn,16.788333333333334,6.782
2012-10-14,Pune,ST001,15.27,8.46,21.11,5.25,59,2012,10,14,October,Autumn,16.686333333333334,6.5376666666666665
2012-10-15,Pune,ST001,15.66,9.03,19.82,0.46,54,2012,10,15,October,Autumn,16.679,6.081333333333334
2012-10-16,Pune,ST001,17.34,9.38,21.39,0.78,43,2012,10,16,October,Autumn,16.710666666666665,5.6370000000000005
2012-10-17,Pune,ST001,17.59,12.53,22.07,2.0,61,2012,10,17,October,Autumn,16.738333333333333,5.1896666666666675
2012-10-18,Pune,ST001,15.22,8.53,21.82,1.06,41,2012,10,18,October,Autumn,16.852999999999998,4.2700000000000005
2012-10-19,Pune,ST001,16.47,12.26,22.74,2.03,64,2012,10,19,October,Autumn,16.878666666666668,3.8930000000000002
2012-10-20,Pune,ST001,21.28,16.83,27.5,3.82,63,2012,10,20,October,Autumn,17.09733333333333,3.949
2012-10-21,Pune,ST001,20.42,16.4,24.55,0.42,42,2012,10,21,October,Autumn,17.311666666666667,3.674
2012-10-22,Pune,ST001,17.63,9.63,23.51,0.13,42,2012,10,22,October,Autumn,17.38066666666667,3.4463333333333335
2012-10-23,Pune,ST001,16.8,9.6,24.5,0.84,41,2012,10,23,October,Autumn,17.270333333333333,3.2453333333333334
2012-10-24,Pune,ST001,17.04,9.89,22.63,1.02,61,2012,10,24,October,Autumn,17.253333333333334,3.188
2012-10-25,Pune,ST001,18.18,12.14,24.68,0.25,50,2012,10,25,October,Autumn,17.363666666666667,3.038
2012-10-26,Pune,ST001,14.64,9.44,21.76,0.29,55,2012,10,26,October,Autumn,17.272333333333332,2.74
2012-10-27,Pune,ST001,16.39,11.78,23.52,0.87,63,2012,10,27,October,Autumn,17.179,2.130666666666667
2012-10-28,Pune,ST001,13.34,8.2,19.42,3.85,61,2012,10,28,October,Autumn,17.019,2.097
2012-10-29,Pune,ST001,17.96,12.45,25.39,2.15,61,2012,10,29,October,Autumn,17.076666666666664,1.5919999999999999
2012-10-30,Pune,ST001,18.57,11.54,24.14,1.42,44,2012,10,30,October,Autumn,17.20633333333333,1.326
2012-10-31,Pune,ST001,16.15,9.99,23.71,1.54,43,2012,10,31,October,Autumn,17.15666666666667,1.3466666666666667
2012-11-01,Pune,ST001,20.75,16.44,25.71,1.76,52,2012,11,1,November,Autumn,17.282666666666668,1.3873333333333333
2012-11-02,Pune,ST001,14.66,10.59,19.78,0.05,43,2012,11,2,November,Autumn,17.168666666666663,1.3886666666666665
2012-11-03,Pune,ST001,14.21,9.8,18.43,0.63,44,2012,11,3,November,Autumn,17.058333333333334,1.371
2012-11-04,Pune,ST001,18.01,12.36,25.19,0.12,54,2012,11,4,November,Autumn,17.044,1.3739999999999999
2012-11-05,Pune,ST001,19.89,12.16,25.56,3.15,59,2012,11,5,November,Autumn,17.208000000000002,1.475
2012-11-06,Pune,ST001,21.38,14.83,26.29,0.84,62,2012,11,6,November,Autumn,17.28533333333333,1.3760000000000001
2012-11-07,Pune,ST001,16.74,9.54,21.67,0.11,42,2012,11,7,November,Autumn,17.289666666666665,1.3503333333333332
2012-11-08,Pune,ST001,20.21,14.35,27.82,2.44,52,2012,11,8,November,Autumn,17.271333333333335,1.399
2012-11-09,Pune,ST001,17.84,12.39,25.18,2.12,41,2012,11,9,November,Autumn,17.375999999999998,1.4516666666666669
2012-11-10,Pune,ST001,17.63,13.2,23.85,0.1,41,2012,11,10,November,Autumn,17.295,1.4486666666666668
